2020-01-20	1
2020-01-21	1
2020-01-22	1
2020-01-23	1
2020-01-24	2
2020-01-25	2
2020-01-26	3
2020-01-27	4
2020-01-28	4
2020-01-29	4
2020-01-30	6
2020-01-31	11
2020-02-01	12
2020-02-02	15
2020-02-03	15
2020-02-04	16
2020-02-05	19
2020-02-06	23
2020-02-07	24
2020-02-08	24
2020-02-09	27
2020-02-10	27
2020-02-11	28
2020-02-12	28
2020-02-13	28
2020-02-14	28
2020-02-15	28
2020-02-16	29
2020-02-17	30
2020-02-18	31
2020-02-19	51
2020-02-20	104
2020-02-21	204
2020-02-22	433
2020-02-23	602
2020-02-24	833
2020-02-25	977
2020-02-26	1261
2020-02-27	1766
2020-02-28	2337
2020-02-29	3150
2020-03-01	4212
2020-03-02	4812
2020-03-03	5328
2020-03-04	5766
2020-03-05	6284
2020-03-06	6767
2020-03-07	7134
2020-03-08	7382
2020-03-09	7513
2020-03-10	7755
2020-03-11	7869
2020-03-12	7979
2020-03-13	8086
2020-03-14	8162
2020-03-15	8236
2020-03-16	8320
2020-03-17	8413
